OBJECTID,OffenseNo,Location,Remark,ParcelNo,Type,Date,District,GlobalID,created_user,created_date,last_edited_user,last_edited_date,HearingDate
7114,C00186430,139 SPRING VALLEY RD,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",15 02 04 1 013 007.000,NUISANCE,1759795200000,6,{61365505-898F-4745-8683-F49B71D31C22},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7115,C00185785,11 ROTARY ST A,"Overgrown Grass, Weeds, Litter, Junk, Trash",04 09 29 3 008 010.000,NUISANCE,1759795200000,3,{717C7C47-9EB4-46B9-80B0-22069E9F3517},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7116,C00185966,47 MICHIGAN AVE,"Overgrown Grass, Weeds, Litter, Junk, Trash",04 09 29 3 015 006.000,NUISANCE,1759795200000,3,{9CE73FA1-3B45-418F-BDE0-473D16196442},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7117,C00185967,112 MICHIGAN AVE,"Overgrown Grass, Weeds",04 09 30 4 014 003.000,NUISANCE,1759795200000,3,{56F51FF0-CCCB-4942-8AD0-7B3797047AA5},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7118,C00185968,10 MICHIGAN AVE,"Overgrown Grass, Weeds, Litter, Junk, Trash",04 09 29 3 011 045.000,NUISANCE,1759795200000,3,{7C66493F-99FA-43F2-AE4D-31F804DF3872},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7119,C00186332,JOHNSON RD,"Overgrown Grass, Weeds, Litter, Junk, Trash",10 03 05 1 002 018.000,NUISANCE,1759795200000,3,{A5B843FD-B717-4883-8A59-B97F7464371C},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7120,C00185969,16 MICHIGAN AVE,"Overgrown Grass, Weeds, Litter, Junk, Trash",04 09 29 3 011 043.001,NUISANCE,1759795200000,3,{9D85D9C4-D580-4B72-A244-00CFE57B52D9},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7121,C00185970,18 MICHIGAN AVE,"Overgrown Grass, Weeds",04 09 29 3 011 042.000,NUISANCE,1759795200000,3,{B11B619A-FCC1-418D-8087-B31CAF919052},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7122,C00185975,6 MICHIGAN AV,"Overgrown Grass, Weeds, Litter, Junk, Trash",04 09 29 3 011 047.000,NUISANCE,1759795200000,3,{A6B5B083-02CE-4774-99A7-BCB158E53ECC},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7123,C00186907,672 MILL ST,"Overgrown Grass, Weeds",11 06 13 3 012 011.000,NUISANCE,1759795200000,7,{5AC99629-510E-4CCE-A74B-11D90E5CD961},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7124,C00186941,3829 ROSA L PARKS AVE,"Overgrown Grass, Weeds",11 07 25 4 006 009.000,NUISANCE,1759795200000,4,{33159CD5-F446-4290-8D98-4B4ACFD27737},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7125,C00186909,1018 ADELINE ST,"Overgrown Grass, Weeds",11 06 13 3 023 021.000,NUISANCE,1759795200000,7,{C675ABF0-64B1-49AC-B7D5-789BA363BF25},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7126,C00186908,671 MILL ST,"Overgrown Grass, Weeds",11 06 13 3 011 018.000,NUISANCE,1759795200000,7,{3E7DB144-E861-499E-8C5C-92D9EEEB6B86},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7127,C00186929,318 PRAIRIE VISTA,"Overgrown Grass, Weeds",11 07 25 4 005 042.000,NUISANCE,1759795200000,4,{3D8004A0-8BF3-4C56-B3FD-6A8BDD880AAA},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7128,C00186930,3918 EDGAR D NIXON AVE,"Overgrown Grass, Weeds",11 07 25 4 003 024.000,NUISANCE,1759795200000,4,{1809F969-6BF8-4221-9CDA-E9002F69C04F},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7129,C00186932,3967 EDGAR D NIXON AVE,"Overgrown Grass, Weeds",11 07 25 4 002 015.000,NUISANCE,1759795200000,4,{902789A5-4578-4A6F-A4F2-91184B806A10},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7130,C00186931,3933 EDGAR D NIXON AVE,"Overgrown Grass, Weeds",11 07 25 4 002 011.000,NUISANCE,1759795200000,4,{F407CA70-9A70-4455-85CF-3CDD7F921623},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7131,C00186933,131 CANNA DR,"Overgrown Grass, Weeds",11 07 25 4 011 032.000,NUISANCE,1759795200000,4,{7906A13D-28BA-4E07-8973-8E5BE35F5CA8},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7132,C00186934,127 CANNA DR,"Overgrown Grass, Weeds",11 07 25 4 011 031.000,NUISANCE,1759795200000,4,{38C872E5-E60E-4857-A030-1C1F4A1B75B7},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7133,C00186936,119 CANNA DR,"Overgrown Grass, Weeds",11 07 25 4 011 029.000,NUISANCE,1759795200000,4,{DB72D704-AC31-4A2C-97BE-4C7558C67F06},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7134,C00186935,120 CANNA DR,"Overgrown Grass, Weeds",11 07 25 4 015 001.000,NUISANCE,1759795200000,4,{DF3E136F-9281-4945-98A1-7E7C7DA87491},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7135,C00186938,111 CANNA DR,"Overgrown Grass, Weeds, Trash",11 07 25 4 011 027.000,NUISANCE,1759795200000,4,{C84B9E9D-70F2-42DC-B13E-4E378E2428B8},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7136,C00187303,4151 SOUTH COURT ST,"Overgrown Grass, Weeds",10 09 31 2 001 034.000,NUISANCE,1759795200000,7,{FFE50325-CE48-4008-A0B7-4CC76E92C65F},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7137,C00187259,2801 SIXTH ST (GWP),"Overgrown Grass, Weeds",11 08 27 4 019 001.000,NUISANCE,1759795200000,4,{EDFF717A-1ED6-43B1-9CBF-3D8629BEF98F},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7138,C00187305,113 EAST WOODLAND DR,"Overgrown Grass, Weeds",10 09 31 2 001 024.000,NUISANCE,1759795200000,7,{096F3FEE-69C5-44B6-9110-267EDD761DEE},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7139,C00187306,116 EAST WOODLAND DR,"Junk Vehicles, Overgrown Grass, Tree Violation, Weeds",10 09 31 2 002 012.000,NUISANCE,1759795200000,7,{5D404F86-31F1-4517-AC49-30F62F207860},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7140,C00187189,2308 AJAX ST,"Overgrown Grass, Weeds, Litter, Junk, Trash",11 06 23 1 021 013.000,NUISANCE,1759795200000,4,{D677A9E1-A36E-4750-B4DE-2123E59F9ABD},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7141,C00187307,118 EAST WOODLAND DR,"Overgrown Grass, Weeds",10 09 31 2 002 011.000,NUISANCE,1759795200000,7,{9D06CF82-21D2-4D9C-971B-E1AF003F51B9},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7142,C00187190,2310 AJAX ST,"Overgrown Grass, Weeds, Litter, Junk, Trash",11 06 23 1 021 013.000,NUISANCE,1759795200000,4,{E29F5B6F-D4D7-42D4-BBBC-F0CD59E2D2B7},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7143,C00187254,3367 ROSA L PARKS AVE,"Overgrown Grass, Weeds",11 06 24 4 008 017.000,NUISANCE,1759795200000,4,{F222E6BF-12B2-4D2F-8FBE-0F0B9A473509},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7144,C00187255,2316 HERCULES ST,"Overgrown Grass, Weeds",11 06 23 1 017 041.000,NUISANCE,1759795200000,4,{235B9C23-3F56-4B57-AFB5-3EE0C7FD9AED},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7145,C00187314,39 DAVIS DR,"Overgrown Grass, Weeds, Litter, Junk, Trash",10 09 31 2 002 033.000,NUISANCE,1759795200000,7,{B5EADC25-4CBD-49BB-849B-174769EE277E},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7146,C00187316,23 DAVIS DR,"Overgrown Grass, Weeds",10 09 31 2 002 025.000,NUISANCE,1759795200000,7,{C5AA9A86-FFF8-4DBD-89BD-9827BF0536F8},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7147,C00187318,22 DAVIS DR,"Debris, Tree Violation",10 09 31 2 003 025.000,NUISANCE,1759795200000,7,{6BA85DA8-D118-44F3-A4F6-F4092CA299DC},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7148,C00187319,20 DAVIS DR,"Overgrown Grass, Weeds",10 09 31 2 003 026.000,NUISANCE,1759795200000,7,{708624AF-8CEB-4A31-B951-D71797EF0080},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7149,C00187320,17 DAVIS DR,"Overgrown Grass, Weeds",10 09 31 2 002 022.000,NUISANCE,1759795200000,7,{48FE50DD-107F-4CD1-9A99-3235F3866D53},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7150,C00187322,12 DAVIS DR,"Debris, Junk Vehicles, Overgrown Grass, Weeds, Litter, Junk, Trash",10 09 31 2 003 030.000,NUISANCE,1759795200000,7,{582DA485-7AE0-4A9C-AC64-8B0EBBA7FF24},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7151,C00187323,10 DAVIS DR,"Overgrown Grass, Weeds",10 09 31 2 003 031.000,NUISANCE,1759795200000,7,{CF16B296-9C4C-4DAA-A2D4-0742914BF4C6},HNAM,1760971868000,HNAM,1769178803000,2025/10/07
7152,C00187541,2810 FIFTH ST (GWP),"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",11 08 27 4 012 024.000,NUISANCE,1761004800000,4,{9FCCCF79-245C-4250-872C-8602D80F249C},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7153,C00187540,6TH ST GWP,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",11 08 27 4 013 022.000,NUISANCE,1761004800000,4,{458CE3F1-D222-4E71-84F3-A20DABA328BB},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7154,C00187629,3316 MARGARET ANN DR,"Overgrown Grass, Tree Violation",11 05 16 3 005 012.000,NUISANCE,1761004800000,4,{CBF54CB9-DC83-4EC1-A176-4B3FE81166DF},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7155,C00187609,924 ERATO ST,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",11 06 14 4 010 025.000,NUISANCE,1761004800000,4,{33D7CD39-76F8-4263-AF1F-5A91DCA13F9C},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7156,C00187626,3332 MARGARET ANN DR,"Debris, Overgrown Grass, Tree Violation, Weeds, Litter, Junk, Trash",11 05 16 3 005 008.000,NUISANCE,1761004800000,4,{4BA473F5-0681-4199-879E-736550CF8A4C},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7157,C00187625,3239 MARGARET ANN DR,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",11 05 16 3 006 007.000,NUISANCE,1761004800000,4,{DE52F86C-BB58-4590-BDE5-7BA2A72F9296},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7158,C00187633,132 LONGVIEW CT,"Debris, Junk Vehicles, Overgrown Grass, Repair of Motor Vehicles, Weeds, Litter, Junk, Trash",11 05 16 4 009 019.000,NUISANCE,1761004800000,4,{DB234AB5-060D-4503-BCE1-1C0D0366D3CE},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7159,C00187861,DILLARD ST,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",11 06 14 4 025 003.000,NUISANCE,1761004800000,4,{88924E7D-5A86-489D-9FA8-B15256A99E1A},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7160,C00187862,1308 MOBILE RD,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",11 06 14 4 020 011.000,NUISANCE,1761004800000,4,{7814CEFB-9582-4B68-BB41-671EA0EC56FA},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7161,C00187635,4104 PIEDMONT DR,Junk Vehicles,14 03 05 2 001 014.000,NUISANCE,1761004800000,4,{1385C17C-629F-4AFA-8A4C-3F4D7B032314},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7162,C00187864,652 COLONY ST,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",11 05 15 1 007 007.001,NUISANCE,1761004800000,4,{A5C237D9-BB8C-4BC5-B78A-52021766798E},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7163,C00187860,859 LUCY ST,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",11 06 14 1 034 005.000,NUISANCE,1761004800000,4,{4FD597FF-A5DB-4677-B10E-D2090E063D15},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7164,C00187863,647 COLONY ST,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",11 05 15 1 008 010.000,NUISANCE,1761004800000,4,{70B1EE1F-7B55-40FA-8FC5-7A97C0156F80},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7165,C00187859,723 COMMUNITY ST,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",11 05 15 1 015 004.000,NUISANCE,1761004800000,4,{AE3A4DD6-935B-4FE7-B33A-E6BE46426D86},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7166,C00187980,623 COLONY ST,"Junk Vehicles, Overgrown Grass, Weeds",11 05 15 1 008 005.000,NUISANCE,1761004800000,4,{DA5ADB75-86E8-4486-BDD8-6F9599854A53},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7167,C00188005,1994 KENNY AVE,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",11 05 15 4 001 003.000,NUISANCE,1761004800000,4,{9F5D0F53-E627-47EF-A948-D2890232AB60},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7168,C00188007,4671 MOBILE HWY,"Debris, Overgrown Grass, Tree Violation, Weeds, Litter, Junk, Trash",14 02 03 1 002 003.000,NUISANCE,1761004800000,4,{83A5EE07-4A30-47AC-8F60-7B46898449F1},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7169,C00187975,35 KINGSWOOD RD,"Debris, Overgrown Grass, Tree Violation, Weeds, Litter, Junk, Trash",14 02 03 1 002 003.000,NUISANCE,1761004800000,4,{23C8F9EF-B2CF-4B97-9445-B17A45B7F533},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7170,C00188027,32 MAXWELL AVE,"Debris, Overgrown Grass, Tree Violation, Weeds, Litter, Junk, Trash",11 05 16 4 007 015.000,NUISANCE,1761004800000,4,{F44DFE7F-7ABB-42C8-85BD-6AE12B468F06},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7171,C00176177,2244 AJAX ST,"Demolition, Foundation, Walls, Roof, Bldg Not Complete, Utility Systems Missing, Structure Not Secure, Other, Emergency Demolition",11 06 23 1 020 015.000,DEMOLITION,1761004800000,4,{4C322151-FBFD-4560-9C5E-B840DABAA3D9},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7172,C00188006,3212 MOBILE HWY,"Debris, Overgrown Grass, Weeds, Litter, Junk, Trash",11 07 26 2 003 001.000,NUISANCE,1761004800000,4,{03837AB4-E23A-4F4C-A4C7-BA1ED031C35A},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7173,C00188026,674 COLONY ST,"Debris, Junk Vehicles, Weeds, Litter, Junk, Trash",11 05 15 1 007 009.000,NUISANCE,1761004800000,4,{38D116F8-FBEC-44D9-9204-BAC593947DBC},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7174,C00188020,8 JOHNSON AVE,"Overgrown Grass, Weeds",04 09 29 1 012 011.000,NUISANCE,1761004800000,2,{A4F7799F-B9BB-4D59-A97B-056CAE050030},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7175,C00188021,LOWER WETUMPKA RD,"Overgrown Grass, Weeds",04 09 29 3 007 001.000,NUISANCE,1761004800000,3,{30EE7703-7AC7-46F2-BD58-294D95D65627},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7176,C00188022,1613 CROUSON ST,"Debris, Overgrown Grass, Weeds, Junk, Trash",04 09 32 3 003 002.000,NUISANCE,1761004800000,3,{BD8B5214-D962-4751-AF3C-4643017E36B6},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7177,C00188023,1845 RIGBY ST,"Overgrown Grass, Weeds",04 09 32 4 008 011.000,NUISANCE,1761004800000,3,{CD055716-5DC2-4154-A287-8F484DA9E111},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7178,C00188043,1810 NORTH RIPLEY ST,"Overgrown Grass, Weeds",10 03 06 4 002 008.000,NUISANCE,1761004800000,3,{42077C68-BA6C-48F3-8524-030976E5DC92},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7179,C00188044,1814 NORTH RIPLEY ST,"Overgrown Grass, Weeds",10 03 06 4 002 007.000,NUISANCE,1761004800000,3,{51AAD581-3859-4121-9844-1344A7461E65},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7180,C00188042,1808 NORTH RIPLEY ST,"Overgrown Grass, Weeds",10 03 06 4 002 009.000,NUISANCE,1761004800000,3,{C40B6D82-B89A-4D97-9BA8-24AB3F552A06},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7181,C00188045,RIPLEY ST N,"Overgrown Grass, Weeds",10 03 06 1 005 011.000,NUISANCE,1761004800000,3,{91996C19-07D8-4E4C-8863-DDFC021EEDA4},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7182,C00188008,3789 OAK ST,"Overgrown Grass, Weeds",11 07 25 2 015 015.000,NUISANCE,1761004800000,4,{0A6B7996-CDD4-4D83-A2F9-528B3CBB03A7},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7183,C00188046,1904 NORTH RIPLEY ST,"Overgrown Grass, Weeds",10 03 06 1 005 009.000,NUISANCE,1761004800000,3,{C12E0810-A52F-4A15-963F-05D47D9B9982},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7184,C00188011,954 NATIONAL ST,"Debris, Overgrown Grass, Weeds, Litter, Trash",11 07 25 2 013 029.000,NUISANCE,1761004800000,4,{36E21D1E-CB7E-4B89-AAA2-DEC243690D97},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7185,C00188012,931 NATIONAL ST,"Overgrown Grass, Weeds",11 07 25 2 015 004.000,NUISANCE,1761004800000,4,{E2ABB229-197B-4EC8-8082-DB407DA07876},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7186,C00188013,849 NATIONAL ST,"Overgrown Grass, Weeds",11 07 25 2 016 005.000,NUISANCE,1761004800000,4,{9DB609E2-DFC6-4D3F-A1DB-88887018C0C2},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7187,C00187835,2349 EDWARD J NETTLES LN,"Overgrown Grass, Weeds",11 06 23 1 017 024.000,NUISANCE,1761004800000,4,{2AAA84C3-AE4E-492B-9C51-A6F4C1519945},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7188,C00187893,1100 WEST SOUTH BLVD,"Overgrown Grass, Weeds, Litter, Junk, Trash",11 07 35 2 003 002.000,NUISANCE,1761004800000,4,{1ACDE561-0E9E-4AE6-81FB-1DA98CE345ED},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7189,C00187895,1120 WEST SOUTH BLVD,"Overgrown Grass, Weeds",11 07 35 2 003 006.000,NUISANCE,1761004800000,4,{943B4347-7C1D-4BBB-B309-3D526ABF48AC},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7190,C00187896,1130 WEST SOUTH BLVD,"Overgrown Grass, Weeds, Litter",11 07 35 2 003 005.000,NUISANCE,1761004800000,4,{10F5ADCC-1026-412E-A276-0734AE4A0436},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7191,C00187899,1180 WEST SOUTH BLVD,"Overgrown Grass, Weeds, Litter, Trash",11 07 35 2 003 004.000,NUISANCE,1761004800000,4,{183ED1AC-7B5E-41D3-954A-4D13AFC5AB5C},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7192,C00187902,652 EMERSON ST,"Overgrown Grass, Weeds",11 06 13 3 011 035.000,NUISANCE,1761004800000,7,{8B43561B-8FE7-43C4-800E-AEA602449185},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7193,C00187839,4003 OAK ST,"Junk Vehicles, Overgrown Grass, Weeds",11 07 25 3 010 003.000,NUISANCE,1761004800000,4,{553539CA-5386-4F5D-BB87-D27CBACE2793},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7194,C00187841,224 HUNTLEY DR,"Junk Vehicles, Overgrown Grass, Weeds",11 07 36 1 010 037.000,NUISANCE,1761004800000,4,{42A1D94B-B306-49C1-A02B-F5CE731D2AA0},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7195,C00187717,5160 CATER DR,"Overgrown Grass, Litter",14 01 02 3 004 015.000,NUISANCE,1761004800000,4,{942A9E31-5452-4428-A58B-29E251195992},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7196,C00187718,905 ADELINE ST,"Overgrown Grass, Tree Violation, Weeds, Litter",11 06 13 3 013 014.000,NUISANCE,1761004800000,7,{0241ECD9-8E3A-4B32-B772-775CC6B86C56},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7197,C00187827,1027 MILL ST,"Overgrown Grass, Weeds",11 06 13 3 006 001.000,NUISANCE,1761004800000,4,{5CDD9DF0-F754-4A07-AD57-B0C9DF8A14CA},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7198,C00187829,"1110 AVENUE L""""","Overgrown Grass, Weeds, Litter, Trash",11 06 13 3 006 031.000,NUISANCE,1761004800000,4,{D5218FE1-5635-4230-964C-0C10EEB0B31D},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7199,C00187830,"1145 AVENUE L""""","Overgrown Grass, Weeds",11 06 13 3 019 009.000,NUISANCE,1761004800000,4,{A6295E30-2E6B-4B14-BC41-EA01286C5F1B},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7200,C00187833,"1146 AVENUE L""""","Junk Vehicles, Overgrown Grass, Weeds, Litter, Trash",11 06 13 3 006 024.000,NUISANCE,1761004800000,4,{330CA83B-0896-423A-893C-955B8D4AF85A},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7201,C00187759,1116 BROUGHTON ST,"Overgrown Grass, Tree Violation, Litter, Trash",11 06 13 3 022 018.000,NUISANCE,1761004800000,7,{7512F401-9F82-4EAD-9841-20690074DD6E},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7202,C00187831,1160 AVENUE L,"Junk Vehicles, Weeds",11 06 13 3 006 022.000,NUISANCE,1761004800000,4,{79C7A721-760F-4D32-8ED3-94AEBD7487C1},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7203,C00187760,1046 SOUTH HOLT ST,"Overgrown Grass, Weeds",11 06 13 3 015 015.000,NUISANCE,1761004800000,7,{6576D861-494F-40DC-8E29-6D6142275C59},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7204,C00187761,1216 OAK ST,"Overgrown Grass, Tree Violation, Weeds, Litter, Trash",11 06 14 4 017 120.000,NUISANCE,1761004800000,4,{C6C65E1D-06AC-4D99-BE23-333A5066D6EE},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7205,C00187762,2041 NORTH LINCOLN TER,"Overgrown Grass, Weeds",11 06 14 4 017 099.000,NUISANCE,1761004800000,4,{A6730927-C1A9-48C3-A40F-C2DEEC9155F0},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7206,C00187763,2051 NORTH LINCOLN TER,"Overgrown Grass, Weeds",11 06 14 4 017 101.000,NUISANCE,1761004800000,4,{E1C33645-429B-43E6-9BD7-F9C7071F637E},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7207,C00187764,2082 NORTH LINCOLN TER,"Overgrown Grass, Weeds",11 06 14 4 017 106.000,NUISANCE,1761004800000,4,{94A152A0-1788-4877-ADED-34CE011CA914},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7208,C00187765,2072 NORTH LINCOLN TER,"Overgrown Grass, Weeds, Litter, Trash",11 06 14 4 017 107.000,NUISANCE,1761004800000,4,{71460561-A02D-42EF-B66A-1F57ABC1BAA1},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7209,C00187770,1416 SIERRA ST,"Overgrown Grass, Weeds",11 06 24 2 006 024.000,NUISANCE,1761004800000,4,{01D6D508-BFE1-4CA9-A270-6AE8DD3CB10E},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7210,C00187771,1461 SIERRA ST,"Overgrown Grass, Weeds",11 06 24 2 005 013.000,NUISANCE,1761004800000,4,{7243702D-9336-42D5-8270-C09D8FD85EB5},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7211,C00187772,,"Overgrown Grass, Weeds",11 06 23 1 024 002.001,NUISANCE,1761004800000,4,{0C96F98D-1E6E-4700-8F8F-E5C5AA238BE4},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7212,C00187773,1807 MYLES ST,"Overgrown Grass, Weeds, Trash",11 06 23 1 024 002.000,NUISANCE,1761004800000,4,{A79526B4-B3E1-4C98-94A5-C2E2FD42C3C4},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7213,C00187774,1811 MYLES ST,"Overgrown Grass, Weeds",11 06 23 1 024 003.000,NUISANCE,1761004800000,4,{E6C5B172-7592-4D8C-9A46-8428F0295DDD},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7214,C00187537,2565 LARK DR,"Overgrown Grass, Weeds",11 07 26 2 005 017.000,NUISANCE,1761004800000,4,{997FB174-A2F2-4DC4-9FF5-56840E597E68},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7215,C00187554,638 ERSKINE ST,"Overgrown Grass, Weeds",11 06 24 2 015 010.000,NUISANCE,1761004800000,7,{0D4959E5-82F5-4D87-82B5-5A2EC1626319},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7216,C00187235,1215 BRAGG ST,"Overgrown Grass, Litter",11 06 13 3 020 008.000,NUISANCE,1761004800000,4,{FEB4AE85-4B82-40FE-8B7D-FD7A53BE63E4},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7217,C00187460,3410 WEAVER AVE,"Overgrown Grass, Weeds",11 07 26 2 010 014.000,NUISANCE,1761004800000,4,{A39840D0-5AEC-49E3-8FAE-03F088A06E3D},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7218,C00187512,40 MICHIGAN AVE,"Overgrown Grass, Weeds, Litter, Junk",04 09 29 3 011 034.000,NUISANCE,1761004800000,3,{D81A6108-BBE8-41E5-8574-41336255FF9A},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7219,C00187639,224 SOUTH CAPITOL PKWY,"Overgrown Grass, Weeds",10 03 08 3 025 012.000,NUISANCE,1761004800000,3,{CDB776A7-03BC-43E3-9769-B821AE7D88A8},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7220,C00187693,60 MICHIGAN AVE,"Debris, Overgrown Grass, Litter",04 09 29 3 011 028.000,NUISANCE,1761004800000,3,{AEEAFCB6-7EEC-4BC1-B534-2AA66005F9B9},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
7221,C00188019,1710 YARBROUGH ST,"Debris, Overgrown Grass, Weeds",04 09 32 3 008 006.000,NUISANCE,1761004800000,3,{53BB6776-828D-4269-97B4-615D668EA897},HNAM,1762182820000,HNAM,1769178803000,2025/10/21
